fg%;3p%;ft%;orb;drb;trb;ast;stl;blk;tov;pts;ts%;efg%;3par;ftr;orb%;drb%;trb%;ast%;stl%;blk%;tov%;usg%;ortg;drtg;team;team_opp;total_opp;season;date;won
0.484;0.229;0.375;7.0;37.0;44.0;29.0;5.0;2.0;12.0;101.0;0.523;0.527;0.376;0.086;16.3;75.5;47.8;64.4;5.1;4.3;11.1;100.0;102.6;112.7;DET;MIN;111;2021;23/12/2020;False
0.432;0.268;0.857;12.0;36.0;48.0;25.0;6.0;5.0;11.0;111.0;0.553;0.494;0.466;0.318;24.5;83.7;52.2;65.8;6.1;8.6;9.9;100.0;112.7;102.6;MIN;DET;101;2021;23/12/2020;True
0.463;0.353;0.704;7.0;33.0;40.0;23.0;10.0;2.0;14.0;107.0;0.57;0.537;0.415;0.329;16.7;78.6;47.6;60.5;10.0;3.5;13.0;100.0;107.1;114.2;ORL;UTA;114;2017;14/01/2017;False
0.494;0.269;0.694;9.0;35.0;44.0;28.0;6.0;2.0;13.0;114.0;0.577;0.536;0.313;0.434;21.4;83.3;52.4;68.3;6.0;4.2;11.6;100.0;114.2;107.1;UTA;ORL;107;2017;14/01/2017;True
0.402;0.297;0.739;17.0;31.0;48.0;26.0;11.0;9.0;21.0;102.0;0.499;0.462;0.402;0.25;32.1;73.8;50.5;70.3;10.5;15.0;17.1;100.0;97.7;119.7;MIN;TOR;125;2022;30/03/2022;False
0.5;0.5;0.733;11.0;36.0;47.0;32.0;9.0;4.0;17.0;125.0;0.609;0.594;0.375;0.156;26.2;67.9;49.5;66.7;8.6;7.3;14.2;100.0;119.7;97.7;TOR;MIN;102;2022;30/03/2022;True
0.392;0.292;0.774;4.0;34.0;38.0;19.0;6.0;5.0;22.0;100.0;0.54;0.481;0.608;0.392;8.9;87.2;45.2;61.3;5.6;10.4;19.2;100.0;92.6;119.5;HOU;MIA;129;2020;3/11/2019;False
0.528;0.439;0.773;5.0;41.0;46.0;38.0;14.0;7.0;15.0;129.0;0.654;0.629;0.461;0.247;12.8;91.1;54.8;80.9;13.0;22.6;13.2;100.0;119.5;92.6;MIA;HOU;100;2020;3/11/2019;True
0.453;0.231;0.917;11.0;37.0;48.0;27.0;7.0;5.0;8.0;114.0;0.54;0.484;0.274;0.253;22.4;86.0;52.2;62.8;6.9;8.8;7.0;100.0;112.2;107.3;PHO;PHI;109;2022;8/02/2022;True
0.461;0.313;0.944;6.0;38.0;44.0;24.0;7.0;4.0;14.0;109.0;0.562;0.517;0.36;0.202;14.0;77.6;47.8;58.5;6.9;5.8;12.6;100.0;107.3;112.2;PHI;PHO;114;2022;8/02/2022;False
0.488;0.429;0.889;13.0;37.0;50.0;24.0;10.0;5.0;17.0;113.0;0.628;0.61;0.57;0.105;31.0;71.2;53.2;57.1;10.7;7.8;15.9;100.0;121.3;96.6;HOU;NOP;90;2019;24/03/2019;True
0.413;0.25;0.7;15.0;29.0;44.0;26.0;9.0;3.0;15.0;90.0;0.467;0.451;0.304;0.109;28.8;69.0;46.8;68.4;9.7;8.1;13.5;100.0;96.6;121.3;NOP;HOU;113;2019;24/03/2019;False
0.433;0.36;1.0;14.0;27.0;41.0;18.0;3.0;1.0;9.0;104.0;0.511;0.479;0.258;0.113;26.9;69.2;45.1;42.9;3.2;2.1;8.1;100.0;111.1;136.7;NYK;UTA;128;2020;8/01/2020;False
0.544;0.372;0.609;12.0;38.0;50.0;29.0;6.0;6.0;7.0;128.0;0.639;0.633;0.478;0.256;30.8;73.1;54.9;59.2;6.4;8.3;6.5;100.0;136.7;111.1;UTA;NYK;104;2020;8/01/2020;True
0.373;0.316;0.75;10.0;33.0;43.0;19.0;6.0;4.0;22.0;74.0;0.451;0.413;0.253;0.213;25.0;80.5;53.1;67.9;6.6;6.8;21.1;100.0;81.8;101.7;DEN;MIL;92;2016;30/11/2015;False
0.455;0.333;0.727;8.0;30.0;38.0;25.0;10.0;12.0;13.0;92.0;0.531;0.494;0.234;0.286;19.5;75.0;46.9;71.4;11.1;21.4;13.0;100.0;101.7;81.8;MIL;DEN;74;2016;30/11/2015;True
0.36;0.302;0.9;13.0;32.0;45.0;17.0;11.0;4.0;18.0;95.0;0.486;0.433;0.483;0.225;28.3;84.2;53.6;53.1;11.2;7.3;15.5;100.0;96.8;110.1;DAL;LAL;108;2020;29/12/2019;False
0.487;0.391;0.821;6.0;33.0;39.0;28.0;12.0;7.0;16.0;108.0;0.598;0.545;0.295;0.359;15.8;71.7;46.4;73.7;12.2;15.2;15.0;100.0;110.1;96.8;LAL;DAL;95;2020;29/12/2019;True
0.435;0.351;0.824;13.0;34.0;47.0;26.0;9.0;3.0;15.0;107.0;0.538;0.505;0.402;0.185;28.3;72.3;50.5;65.0;9.1;5.4;13.1;100.0;107.6;111.6;HOU;OKC;111;2016;22/03/2016;False
0.451;0.229;0.724;13.0;33.0;46.0;22.0;10.0;7.0;13.0;111.0;0.535;0.495;0.385;0.319;27.7;71.7;49.5;53.7;10.1;12.7;11.1;100.0;111.6;107.6;OKC;HOU;107;2016;22/03/2016;True
0.414;0.556;0.826;20.0;31.0;51.0;26.0;12.0;5.0;11.0;116.0;0.532;0.49;0.273;0.232;37.0;75.6;53.7;63.4;12.2;7.9;9.2;100.0;118.1;122.2;DEN;LAL;120;2017;31/01/2017;False
0.528;0.462;0.778;10.0;34.0;44.0;25.0;7.0;10.0;15.0;120.0;0.619;0.596;0.292;0.202;24.4;63.0;46.3;53.2;7.1;13.9;13.4;100.0;122.2;118.1;LAL;DEN;116;2017;31/01/2017;True
0.535;0.385;0.72;6.0;30.0;36.0;30.0;8.0;5.0;9.0;125.0;0.644;0.622;0.453;0.291;16.7;85.7;50.7;65.2;8.2;12.2;8.5;100.0;128.9;114.5;UTA;MIN;111;2019;27/01/2019;True
0.481;0.472;0.87;5.0;30.0;35.0;22.0;7.0;4.0;16.0;111.0;0.637;0.591;0.468;0.299;14.3;83.3;49.3;59.5;7.2;8.5;15.5;100.0;114.5;128.9;MIN;UTA;125;2019;27/01/2019;False
0.432;0.371;0.857;7.0;38.0;45.0;23.0;6.0;11.0;10.0;101.0;0.536;0.506;0.398;0.159;14.9;69.1;44.1;60.5;6.2;20.4;9.6;100.0;105.2;103.1;POR;TOR;99;2020;7/01/2020;True
0.365;0.357;0.737;17.0;40.0;57.0;21.0;5.0;7.0;13.0;99.0;0.474;0.443;0.438;0.198;30.9;85.1;55.9;60.0;5.2;13.2;11.1;100.0;103.1;105.2;TOR;POR;101;2020;7/01/2020;False
0.573;0.455;0.909;2.0;40.0;42.0;29.0;5.0;5.0;17.0;111.0;0.695;0.673;0.44;0.147;6.9;88.9;56.8;67.4;5.3;9.8;17.6;100.0;118.3;103.4;UTA;LAL;97;2021;19/04/2021;True
0.43;0.429;0.68;5.0;27.0;32.0;17.0;10.0;1.0;10.0;97.0;0.539;0.506;0.354;0.316;11.1;93.1;43.2;50.0;10.7;2.4;10.0;100.0;103.4;118.3;LAL;UTA;111;2021;19/04/2021;False
0.506;0.406;0.774;7.0;35.0;42.0;30.0;2.0;2.0;13.0;117.0;0.631;0.589;0.405;0.392;17.9;76.1;49.4;75.0;2.1;4.1;12.3;100.0;120.9;131.2;DET;DAL;127;2021;21/04/2021;False
0.5;0.372;0.731;11.0;32.0;43.0;25.0;8.0;2.0;6.0;127.0;0.614;0.587;0.467;0.283;23.9;82.1;50.6;54.3;8.3;4.3;5.5;100.0;131.2;120.9;DAL;DET;117;2021;21/04/2021;True
0.482;0.407;0.808;6.0;34.0;40.0;26.0;4.0;3.0;9.0;112.0;0.593;0.548;0.325;0.313;15.0;82.9;49.4;65.0;4.1;6.0;8.7;100.0;115.7;107.4;BOS;MIA;104;2017;28/11/2016;True
0.475;0.2;0.688;7.0;34.0;41.0;24.0;6.0;2.0;13.0;104.0;0.553;0.513;0.375;0.4;17.1;85.0;50.6;63.2;6.2;3.6;12.1;100.0;107.4;115.7;MIA;BOS;112;2017;28/11/2016;False
0.462;0.313;0.765;10.0;38.0;48.0;24.0;4.0;4.0;14.0;109.0;0.542;0.516;0.344;0.183;21.7;88.4;53.9;55.8;3.9;6.3;12.2;100.0;105.5;109.4;BRK;DET;113;2020;2/11/2019;False
0.451;0.296;0.793;5.0;36.0;41.0;21.0;8.0;7.0;8.0;113.0;0.545;0.495;0.297;0.319;11.6;78.3;46.1;51.2;7.7;11.5;7.2;100.0;109.4;105.5;DET;BRK;109;2020;2/11/2019;True
0.605;0.576;0.846;7.0;34.0;41.0;33.0;5.0;2.0;17.0;128.0;0.738;0.722;0.407;0.16;22.6;65.4;49.4;67.3;5.3;3.4;16.4;100.0;135.3;113.1;GSW;NOP;107;2022;10/04/2022;True
0.424;0.35;0.75;18.0;24.0;42.0;24.0;10.0;0.0;11.0;107.0;0.513;0.495;0.404;0.121;34.6;77.4;50.6;57.1;10.6;0.0;9.5;100.0;113.1;135.3;NOP;GSW;128;2022;10/04/2022;False
0.383;0.267;0.571;9.0;36.0;45.0;21.0;4.0;5.0;10.0;88.0;0.439;0.426;0.319;0.149;17.3;80.0;46.4;58.3;4.2;9.1;9.1;100.0;91.7;100.0;SAS;MIN;96;2021;10/01/2021;False
0.42;0.346;0.826;9.0;43.0;52.0;19.0;6.0;3.0;13.0;96.0;0.527;0.475;0.321;0.284;20.0;82.7;53.6;55.9;6.2;4.7;12.5;100.0;100.0;91.7;MIN;SAS;88;2021;10/01/2021;True
0.494;0.417;0.625;10.0;30.0;40.0;21.0;4.0;2.0;8.0;104.0;0.544;0.524;0.141;0.282;25.0;76.9;50.6;50.0;4.4;3.8;7.7;100.0;115.5;121.0;MIN;TOR;109;2018;30/01/2018;False
0.481;0.31;0.846;9.0;30.0;39.0;28.0;3.0;4.0;8.0;109.0;0.59;0.537;0.358;0.321;23.1;75.0;49.4;71.8;3.3;5.5;8.0;100.0;121.0;115.5;TOR;MIN;104;2018;30/01/2018;True
0.431;0.316;0.697;9.0;38.0;47.0;29.0;8.0;7.0;6.0;123.0;0.528;0.49;0.373;0.324;16.1;67.9;42.0;65.9;7.2;8.9;4.9;100.0;110.5;117.6;MIN;ATL;131;2019;27/02/2019;False
0.426;0.414;0.844;18.0;47.0;65.0;32.0;1.0;6.0;12.0;131.0;0.537;0.481;0.269;0.296;32.1;83.9;58.0;69.6;0.9;9.4;8.9;100.0;117.6;110.5;ATL;MIN;123;2019;27/02/2019;True
0.57;0.406;0.609;7.0;39.0;46.0;27.0;5.0;6.0;17.0;117.0;0.656;0.652;0.405;0.291;18.4;76.5;51.7;60.0;5.1;9.7;16.0;100.0;118.6;104.4;MIA;CHI;103;2019;19/01/2019;True
0.393;0.444;0.808;12.0;31.0;43.0;19.0;9.0;1.0;13.0;103.0;0.513;0.461;0.303;0.292;23.5;81.6;48.3;54.3;9.1;2.1;11.5;100.0;104.4;118.6;CHI;MIA;117;2019;19/01/2019;False
0.341;0.219;0.75;5.0;28.0;33.0;13.0;8.0;9.0;6.0;82.0;0.424;0.381;0.364;0.227;8.9;59.6;32.0;43.3;8.2;11.7;5.8;100.0;84.2;119.2;CLE;NOP;116;2021;12/03/2021;False
0.465;0.25;0.842;19.0;51.0;70.0;25.0;2.0;7.0;13.0;116.0;0.53;0.495;0.238;0.188;40.4;91.1;68.0;53.2;2.1;12.5;10.6;100.0;119.2;84.2;NOP;CLE;82;2021;12/03/2021;True
0.422;0.233;0.667;9.0;37.0;46.0;22.0;11.0;2.0;23.0;89.0;0.489;0.464;0.361;0.217;19.6;84.1;51.1;62.9;10.8;3.5;20.2;100.0;87.0;100.7;PHO;SAS;103;2018;5/01/2018;False
0.471;0.367;0.556;7.0;37.0;44.0;21.0;15.0;6.0;15.0;103.0;0.543;0.534;0.345;0.207;15.9;80.4;48.9;51.2;14.7;11.3;13.6;100.0;100.7;87.0;SAS;PHO;89;2018;5/01/2018;True
0.302;0.219;0.593;17.0;30.0;47.0;15.0;7.0;5.0;12.0;75.0;0.383;0.343;0.372;0.314;28.3;76.9;47.5;57.7;7.6;8.9;10.9;100.0;81.8;106.9;WAS;DAL;98;2018;22/01/2018;False
0.437;0.323;0.706;9.0;43.0;52.0;20.0;9.0;9.0;11.0;98.0;0.519;0.494;0.356;0.195;23.1;71.7;52.5;52.6;9.8;16.7;10.4;100.0;106.9;81.8;DAL;WAS;75;2018;22/01/2018;True
0.489;0.36;0.733;17.0;20.0;37.0;24.0;6.0;2.0;10.0;112.0;0.557;0.537;0.266;0.16;36.2;60.6;46.3;52.2;6.6;2.9;9.0;100.0;123.0;134.0;DEN;OKC;122;2016;27/12/2015;False
0.578;0.533;0.857;13.0;30.0;43.0;27.0;5.0;5.0;14.0;122.0;0.661;0.627;0.181;0.253;39.4;63.8;53.8;56.3;5.5;7.2;13.2;100.0;134.0;123.0;OKC;DEN;112;2016;27/12/2015;True
0.475;0.321;0.923;6.0;31.0;37.0;23.0;11.0;5.0;16.0;97.0;0.566;0.531;0.35;0.163;17.1;79.5;50.0;60.5;11.7;8.1;15.7;100.0;103.1;100.9;LAC;SAC;95;2018;25/11/2017;True
0.458;0.524;0.889;8.0;29.0;37.0;19.0;9.0;8.0;18.0;95.0;0.546;0.524;0.253;0.108;20.5;82.9;50.0;50.0;9.6;15.4;17.1;100.0;100.9;103.1;SAC;LAC;97;2018;25/11/2017;False
0.529;0.333;0.786;8.0;35.0;43.0;29.0;5.0;10.0;12.0;107.0;0.587;0.565;0.212;0.165;21.1;81.4;53.1;64.4;5.3;18.5;11.6;100.0;114.3;113.2;SAC;CHI;106;2018;1/12/2017;True
0.467;0.361;0.692;8.0;30.0;38.0;30.0;8.0;2.0;8.0;106.0;0.554;0.539;0.4;0.144;18.6;78.9;46.9;71.4;8.5;3.0;7.7;100.0;113.2;114.3;CHI;SAC;107;2018;1/12/2017;False
0.466;0.476;0.929;8.0;28.0;36.0;14.0;9.0;2.0;10.0;104.0;0.609;0.534;0.288;0.384;21.6;84.8;51.4;41.2;10.6;4.3;10.5;100.0;122.3;110.5;NOP;UTA;94;2016;16/12/2015;True
0.478;0.35;0.793;5.0;29.0;34.0;17.0;4.0;4.0;12.0;94.0;0.589;0.53;0.299;0.433;15.2;78.4;48.6;53.1;4.7;7.7;13.1;100.0;110.5;122.3;UTA;NOP;104;2016;16/12/2015;False
0.494;0.457;0.813;5.0;38.0;43.0;30.0;3.0;3.0;12.0;122.0;0.642;0.593;0.432;0.395;12.2;82.6;49.4;75.0;3.0;4.8;11.2;100.0;121.4;107.5;UTA;GSW;108;2020;11/11/2019;True
0.479;0.323;0.571;8.0;36.0;44.0;23.0;8.0;2.0;10.0;108.0;0.539;0.532;0.33;0.149;17.4;87.8;50.6;51.1;8.0;4.3;9.1;100.0;107.5;121.4;GSW;UTA;122;2020;11/11/2019;False
0.433;0.364;0.75;16.0;27.0;43.0;16.0;5.0;5.0;16.0;101.0;0.511;0.478;0.244;0.222;33.3;73.0;50.6;41.0;5.2;7.7;13.9;100.0;105.3;118.8;PHO;OKC;114;2017;17/12/2016;False
0.506;0.438;0.735;10.0;32.0;42.0;28.0;12.0;4.0;13.0;114.0;0.594;0.549;0.198;0.42;27.0;66.7;49.4;68.3;12.5;5.9;11.9;100.0;118.8;105.3;OKC;PHO;101;2017;17/12/2016;True
0.356;0.313;0.833;11.0;30.0;41.0;15.0;13.0;4.0;14.0;87.0;0.458;0.414;0.368;0.207;20.8;76.9;44.6;48.4;13.5;7.0;12.9;100.0;90.2;104.7;WAS;CHO;101;2016;25/11/2015;False
0.47;0.308;1.0;9.0;42.0;51.0;22.0;5.0;6.0;19.0;101.0;0.564;0.518;0.313;0.181;23.1;79.2;55.4;56.4;5.2;10.9;17.5;100.0;104.7;90.2;CHO;WAS;87;2016;25/11/2015;True
0.467;0.406;1.0;8.0;37.0;45.0;25.0;7.0;5.0;10.0;106.0;0.564;0.539;0.356;0.1;18.2;84.1;51.1;59.5;7.3;9.8;9.6;100.0;110.8;104.5;NYK;LAC;100;2021;9/05/2021;True
0.43;0.343;0.875;7.0;36.0;43.0;24.0;5.0;1.0;13.0;100.0;0.537;0.5;0.407;0.186;15.9;81.8;48.9;64.9;5.2;1.7;12.3;100.0;104.5;110.8;LAC;NYK;106;2021;9/05/2021;False
0.5;0.303;0.778;13.0;38.0;51.0;35.0;6.0;3.0;18.0;116.0;0.58;0.554;0.359;0.196;29.5;71.7;52.6;76.1;5.8;4.9;15.3;100.0;112.8;115.7;DEN;CLE;119;2022;18/03/2022;False
0.449;0.378;0.654;15.0;31.0;46.0;31.0;11.0;4.0;11.0;119.0;0.544;0.52;0.378;0.265;28.3;70.5;47.4;70.5;10.7;6.8;9.1;100.0;115.7;112.8;CLE;DEN;116;2022;18/03/2022;True
0.512;0.522;0.55;9.0;33.0;42.0;25.0;3.0;3.0;18.0;109.0;0.587;0.583;0.274;0.238;23.7;73.3;50.6;58.1;3.1;4.6;16.2;100.0;111.6;118.7;SAC;MIA;116;2016;19/11/2015;False
0.472;0.292;0.758;12.0;29.0;41.0;25.0;11.0;7.0;7.0;116.0;0.56;0.511;0.27;0.371;26.7;76.3;49.4;59.5;11.3;11.5;6.3;100.0;118.7;111.6;MIA;SAC;109;2016;19/11/2015;True
0.444;0.319;0.81;10.0;30.0;40.0;23.0;10.0;1.0;18.0;112.0;0.564;0.528;0.522;0.233;22.2;76.9;47.6;57.5;9.7;1.6;15.4;100.0;108.6;115.4;MIN;MEM;119;2020;7/01/2020;False
0.517;0.286;0.905;9.0;35.0;44.0;22.0;12.0;6.0;15.0;119.0;0.606;0.562;0.315;0.236;23.1;77.8;52.4;47.8;11.6;14.0;13.2;100.0;115.4;108.6;MEM;MIN;112;2020;7/01/2020;True
0.551;0.378;0.786;10.0;34.0;44.0;30.0;7.0;2.0;13.0;134.0;0.661;0.629;0.416;0.315;25.0;82.9;54.3;61.2;6.7;3.4;11.4;100.0;128.4;123.6;BRK;NOP;129;2021;20/04/2021;True
0.56;0.364;0.625;7.0;30.0;37.0;28.0;5.0;2.0;13.0;129.0;0.635;0.626;0.363;0.264;17.1;75.0;45.7;54.9;4.8;3.8;11.3;100.0;123.6;128.4;NOP;BRK;134;2021;20/04/2021;False
0.482;0.433;0.737;10.0;28.0;38.0;23.0;10.0;6.0;15.0;109.0;0.584;0.559;0.353;0.224;23.8;70.0;46.3;56.1;10.3;9.7;13.8;100.0;112.5;116.6;DET;CLE;113;2022;19/03/2022;False
0.511;0.385;0.565;12.0;32.0;44.0;28.0;7.0;4.0;14.0;113.0;0.576;0.568;0.295;0.261;30.0;76.2;53.7;62.2;7.2;7.3;12.5;100.0;116.6;112.5;CLE;DET;109;2022;19/03/2022;True
0.455;0.241;0.625;11.0;34.0;45.0;17.0;7.0;2.0;13.0;102.0;0.517;0.494;0.33;0.273;22.4;75.6;47.9;42.5;7.0;2.8;11.7;100.0;102.5;116.6;OKC;SAS;116;2019;2/03/2019;False
0.495;0.421;0.72;11.0;38.0;49.0;15.0;8.0;6.0;11.0;116.0;0.569;0.538;0.209;0.275;24.4;77.6;52.1;33.3;8.0;10.2;9.7;100.0;116.6;102.5;SAS;OKC;102;2019;2/03/2019;True
0.464;0.292;0.667;14.0;42.0;56.0;24.0;8.0;5.0;16.0;105.0;0.54;0.506;0.286;0.357;33.3;85.7;61.5;61.5;8.1;8.1;14.1;100.0;106.9;97.7;LAL;DEN;96;2020;3/12/2019;True
0.407;0.207;0.941;7.0;28.0;35.0;26.0;9.0;4.0;11.0;96.0;0.487;0.44;0.319;0.187;14.3;66.7;38.5;70.3;9.2;6.7;10.0;100.0;97.7;106.9;DEN;LAL;105;2020;3/12/2019;False
0.41;0.333;0.632;8.0;30.0;38.0;15.0;14.0;4.0;17.0;87.0;0.504;0.481;0.423;0.244;19.0;81.1;48.1;46.9;15.1;8.3;16.4;100.0;93.6;103.3;OKC;UTA;96;2018;21/10/2017;False
0.494;0.31;0.786;7.0;34.0;41.0;22.0;11.0;4.0;18.0;96.0;0.577;0.552;0.377;0.182;18.9;81.0;51.9;57.9;11.8;8.9;17.8;100.0;103.3;93.6;UTA;OKC;87;2018;21/10/2017;True
0.402;0.167;0.737;15.0;29.0;44.0;25.0;7.0;2.0;14.0;92.0;0.458;0.424;0.261;0.207;27.3;85.3;49.4;67.6;7.2;3.5;12.2;100.0;94.9;126.9;CHI;GSW;123;2017;8/02/2017;False
0.565;0.536;0.923;5.0;40.0;45.0;37.0;9.0;5.0;12.0;123.0;0.678;0.653;0.329;0.153;14.7;72.7;50.6;77.1;9.3;7.4;11.7;100.0;126.9;94.9;GSW;CHI;92;2017;8/02/2017;True
0.5;0.421;0.867;8.0;36.0;44.0;31.0;4.0;2.0;15.0;117.0;0.618;0.591;0.432;0.17;21.1;81.8;53.7;70.5;4.1;3.9;13.7;100.0;118.9;105.7;IND;MEM;104;2020;2/12/2019;True
0.427;0.263;0.947;8.0;30.0;38.0;23.0;5.0;6.0;11.0;104.0;0.534;0.483;0.427;0.213;18.2;78.9;46.3;60.5;5.1;12.0;10.2;100.0;105.7;118.9;MEM;IND;117;2020;2/12/2019;False
0.466;0.227;0.762;9.0;33.0;42.0;25.0;12.0;6.0;14.0;103.0;0.53;0.494;0.25;0.239;22.0;70.2;47.7;61.0;12.0;11.8;12.6;100.0;102.9;103.9;ORL;CLE;104;2018;18/01/2018;False
0.447;0.294;0.667;14.0;32.0;46.0;22.0;8.0;4.0;20.0;104.0;0.537;0.506;0.4;0.318;29.8;78.0;52.3;57.9;8.0;6.1;17.1;100.0;103.9;102.9;CLE;ORL;103;2018;18/01/2018;True
0.489;0.258;0.882;6.0;48.0;54.0;31.0;8.0;6.0;24.0;128.0;0.598;0.533;0.337;0.37;13.0;76.2;49.5;68.9;6.6;8.7;18.3;100.0;105.5;108.8;CHI;NOP;132;2018;22/01/2018;False
0.416;0.364;0.846;15.0;40.0;55.0;32.0;14.0;3.0;13.0;132.0;0.53;0.487;0.389;0.23;23.8;87.0;50.5;68.1;11.5;4.9;9.5;100.0;108.8;105.5;NOP;CHI;128;2018;22/01/2018;True
0.488;0.571;0.875;10.0;34.0;44.0;25.0;13.0;2.0;17.0;115.0;0.635;0.588;0.35;0.3;25.6;72.3;51.2;64.1;13.7;3.6;15.8;100.0;121.5;101.5;MEM;PHO;96;2017;30/01/2017;True
0.419;0.263;0.744;13.0;29.0;42.0;11.0;8.0;8.0;17.0;96.0;0.527;0.453;0.257;0.527;27.7;74.4;48.8;35.5;8.5;15.4;15.7;100.0;101.5;121.5;PHO;MEM;115;2017;30/01/2017;False
0.48;0.32;0.722;14.0;39.0;53.0;30.0;7.0;7.0;14.0;117.0;0.542;0.52;0.25;0.18;25.9;83.0;52.5;62.5;6.5;12.7;11.5;100.0;108.4;112.1;CHI;HOU;121;2017;3/02/2017;False
0.449;0.372;0.68;8.0;40.0;48.0;24.0;7.0;3.0;11.0;121.0;0.555;0.531;0.439;0.255;17.0;74.1;47.5;54.5;6.5;4.0;9.2;100.0;112.1;108.4;HOU;CHI;117;2017;3/02/2017;True
0.558;0.4;0.68;4.0;27.0;31.0;21.0;16.0;2.0;13.0;113.0;0.642;0.623;0.325;0.325;11.8;81.8;46.3;48.8;16.7;3.2;12.9;100.0;118.0;107.6;TOR;WAS;103;2017;2/11/2016;True
0.583;0.3;0.667;6.0;30.0;36.0;21.0;8.0;5.0;20.0;103.0;0.624;0.604;0.139;0.333;18.2;88.2;53.7;50.0;8.4;9.6;19.5;100.0;107.6;118.0;WAS;TOR;113;2017;2/11/2016;False
0.376;0.389;0.7;13.0;38.0;51.0;21.0;10.0;5.0;16.0;91.0;0.467;0.452;0.387;0.108;23.2;90.5;52.0;60.0;10.0;9.3;14.1;100.0;91.0;99.0;MIA;IND;99;2019;16/11/2018;False
0.444;0.519;0.867;4.0;43.0;47.0;22.0;10.0;6.0;19.0;99.0;0.565;0.531;0.333;0.185;9.5;76.8;48.0;61.1;10.0;10.5;17.8;100.0;99.0;91.0;IND;MIA;91;2019;16/11/2018;True
0.5;0.344;0.824;8.0;28.0;36.0;32.0;9.0;3.0;14.0;127.0;0.617;0.563;0.364;0.386;21.6;90.3;52.9;72.7;8.7;5.8;12.0;100.0;122.2;128.9;LAC;GSW;134;2018;22/02/2018;False
0.61;0.56;0.765;3.0;29.0;32.0;31.0;8.0;8.0;15.0;134.0;0.729;0.701;0.325;0.442;9.7;78.4;47.1;66.0;7.7;14.3;14.0;100.0;128.9;122.2;GSW;LAC;127;2018;22/02/2018;True
0.385;0.464;0.733;18.0;32.0;50.0;22.0;7.0;7.0;16.0;94.0;0.482;0.456;0.308;0.165;34.0;80.0;53.8;62.9;7.3;11.7;14.1;100.0;98.6;100.7;ATL;ORL;96;2016;7/02/2016;False
0.459;0.28;0.917;8.0;35.0;43.0;24.0;9.0;10.0;18.0;96.0;0.532;0.5;0.294;0.141;20.0;66.0;46.2;61.5;9.4;15.9;16.6;100.0;100.7;98.6;ORL;ATL;94;2016;7/02/2016;True
0.284;0.226;0.867;10.0;38.0;48.0;15.0;8.0;1.0;15.0;79.0;0.419;0.327;0.383;0.37;18.5;74.5;45.7;65.2;8.0;1.7;13.7;100.0;79.2;112.2;LAL;OKC;112;2016;11/04/2016;False
0.438;0.324;0.593;13.0;44.0;57.0;27.0;8.0;11.0;11.0;112.0;0.519;0.5;0.385;0.281;25.5;81.5;54.3;64.3;8.0;22.0;9.3;100.0;112.2;79.2;OKC;LAL;79;2016;11/04/2016;True
0.519;0.474;0.636;8.0;30.0;38.0;30.0;9.0;4.0;17.0;114.0;0.643;0.633;0.481;0.278;22.2;75.0;50.0;73.2;9.3;9.1;16.1;100.0;117.8;112.6;MIA;TOR;109;2022;3/04/2022;True
0.422;0.308;0.794;10.0;28.0;38.0;19.0;12.0;1.0;14.0;109.0;0.556;0.494;0.47;0.41;25.0;77.8;50.0;54.3;12.4;2.4;12.5;100.0;112.6;117.8;TOR;MIA;114;2022;3/04/2022;False
0.419;0.342;0.783;7.0;30.0;37.0;23.0;7.0;2.0;10.0;103.0;0.536;0.494;0.442;0.267;15.9;73.2;43.5;63.9;7.2;4.0;9.4;100.0;106.4;121.9;POR;GSW;118;2022;26/11/2021;False
0.54;0.324;0.75;11.0;37.0;48.0;31.0;8.0;5.0;15.0;118.0;0.627;0.609;0.425;0.184;26.8;84.1;56.5;66.0;8.3;10.4;13.8;100.0;121.9;106.4;GSW;POR;103;2022;26/11/2021;True
0.488;0.345;0.8;12.0;28.0;40.0;24.0;6.0;2.0;14.0;110.0;0.58;0.547;0.337;0.233;30.8;70.0;50.6;57.1;6.5;3.5;12.9;100.0;118.9;128.7;POR;DEN;119;2019;5/04/2019;False
0.512;0.259;0.897;12.0;27.0;39.0;27.0;10.0;4.0;9.0;119.0;0.615;0.554;0.321;0.345;30.0;69.2;49.4;62.8;10.8;7.0;8.5;100.0;128.7;118.9;DEN;POR;110;2019;5/04/2019;True
0.518;0.267;0.739;8.0;48.0;56.0;26.0;8.0;5.0;20.0;113.0;0.594;0.565;0.353;0.271;21.1;87.3;60.2;59.1;7.5;11.9;17.4;100.0;106.5;101.8;ATL;HOU;108;2017;2/02/2017;True
0.376;0.255;0.758;7.0;30.0;37.0;19.0;11.0;4.0;9.0;108.0;0.502;0.446;0.548;0.355;12.7;78.9;39.8;54.3;10.4;7.3;7.7;100.0;101.8;106.5;HOU;ATL;113;2017;2/02/2017;False
0.483;0.355;1.0;7.0;28.0;35.0;26.0;15.0;3.0;8.0;120.0;0.605;0.545;0.348;0.258;17.5;73.7;44.9;60.5;15.2;6.1;7.5;100.0;121.9;132.1;SAS;DAL;130;2022;10/04/2022;False
0.541;0.556;0.783;10.0;33.0;43.0;34.0;5.0;3.0;16.0;130.0;0.683;0.659;0.424;0.271;26.3;82.5;55.1;73.9;5.1;5.2;14.4;100.0;132.1;121.9;DAL;SAS;120;2022;10/04/2022;True
