fg%;3p%;ft%;orb;drb;trb;ast;stl;blk;tov;pts;ts%;efg%;3par;ftr;orb%;drb%;trb%;ast%;stl%;blk%;tov%;usg%;ortg;drtg;team;team_opp;total_opp;season;date;won
0.449;0.348;1.0;9.0;31.0;40.0;19.0;13.0;4.0;10.0;103.0;0.539;0.494;0.258;0.169;20.9;86.1;50.6;47.5;13.8;10.3;9.5;100.0;109.3;99.7;ORL;UTA;94;2016;3/12/2015;True
0.431;0.424;0.75;5.0;34.0;39.0;18.0;4.0;8.0;19.0;94.0;0.569;0.528;0.458;0.333;13.9;79.1;49.4;58.1;4.2;12.1;18.7;100.0;99.7;109.3;UTA;ORL;103;2016;3/12/2015;False
0.435;0.217;0.688;10.0;41.0;51.0;17.0;8.0;8.0;6.0;96.0;0.485;0.462;0.25;0.174;22.2;78.8;52.6;42.5;8.6;13.6;5.7;100.0;103.0;105.2;DET;BRK;98;2017;21/03/2017;False
0.432;0.345;0.632;11.0;35.0;46.0;22.0;1.0;6.0;10.0;98.0;0.509;0.489;0.33;0.216;21.2;77.8;47.4;57.9;1.1;8.7;9.4;100.0;105.2;103.0;BRK;DET;96;2017;21/03/2017;True
0.458;0.25;0.75;12.0;25.0;37.0;26.0;5.0;3.0;7.0;103.0;0.508;0.49;0.25;0.125;27.9;71.4;47.4;59.1;5.6;5.0;6.5;100.0;115.0;134.0;DEN;SAS;120;2019;25/04/2019;False
0.571;0.417;0.824;10.0;31.0;41.0;25.0;3.0;7.0;7.0;120.0;0.656;0.631;0.286;0.202;28.6;72.1;52.6;52.1;3.4;9.7;7.1;100.0;134.0;115.0;SAS;DEN;103;2019;25/04/2019;True
0.5;0.39;0.889;11.0;35.0;46.0;32.0;5.0;7.0;18.0;130.0;0.638;0.589;0.456;0.3;28.9;81.4;56.8;71.1;4.7;11.9;15.0;100.0;123.4;111.1;MIN;MEM;117;2022;16/04/2022;True
0.453;0.259;0.744;8.0;27.0;35.0;25.0;7.0;8.0;12.0;117.0;0.558;0.494;0.314;0.5;18.6;71.1;43.2;64.1;6.6;16.3;10.3;100.0;111.1;123.4;MEM;MIN;130;2022;16/04/2022;False
0.438;0.455;0.824;9.0;31.0;40.0;16.0;7.0;3.0;19.0;89.0;0.509;0.469;0.138;0.213;20.0;68.9;44.4;45.7;7.4;5.4;17.8;100.0;93.7;121.1;MEM;MIA;115;2018;24/02/2018;False
0.461;0.364;0.778;14.0;36.0;50.0;27.0;15.0;6.0;10.0;115.0;0.57;0.528;0.371;0.303;31.1;80.0;55.6;65.9;15.8;8.7;9.0;100.0;121.1;93.7;MIA;MEM;89;2018;24/02/2018;True
0.593;0.529;0.688;9.0;39.0;48.0;34.0;3.0;4.0;11.0;131.0;0.704;0.698;0.395;0.186;25.0;78.0;55.8;66.7;3.2;7.5;10.6;100.0;137.9;121.0;CHO;SAS;115;2022;15/12/2021;True
0.433;0.324;1.0;11.0;27.0;38.0;27.0;5.0;3.0;8.0;115.0;0.569;0.5;0.411;0.278;22.0;75.0;44.2;69.2;5.3;5.8;7.3;100.0;121.0;137.9;SAS;CHO;131;2022;15/12/2021;False
0.471;0.386;1.0;7.0;33.0;40.0;30.0;9.0;3.0;14.0;118.0;0.626;0.571;0.518;0.247;18.9;78.6;50.6;75.0;9.1;5.6;12.9;100.0;118.7;109.7;BOS;MIN;109;2019;1/12/2018;True
0.451;0.321;0.813;9.0;30.0;39.0;19.0;6.0;2.0;16.0;109.0;0.567;0.506;0.341;0.39;21.4;81.1;49.4;51.4;6.0;4.9;14.3;100.0;109.7;118.7;MIN;BOS;118;2019;1/12/2018;False
0.481;0.444;0.852;8.0;40.0;48.0;20.0;9.0;8.0;21.0;111.0;0.611;0.557;0.342;0.342;21.6;76.9;53.9;52.6;8.8;13.1;18.8;100.0;109.0;102.2;PHI;PHO;104;2016;26/12/2015;True
0.386;0.37;0.765;12.0;29.0;41.0;17.0;10.0;3.0;14.0;104.0;0.505;0.443;0.307;0.386;23.1;78.4;46.1;50.0;9.8;5.8;12.0;100.0;102.2;109.0;PHO;PHI;111;2016;26/12/2015;False
0.488;0.37;0.8;5.0;33.0;38.0;26.0;6.0;3.0;8.0;110.0;0.58;0.547;0.314;0.233;11.9;73.3;43.7;61.9;6.1;5.5;7.8;100.0;112.0;110.0;MIN;DAL;108;2019;3/04/2019;True
0.457;0.179;0.789;12.0;37.0;49.0;26.0;2.0;5.0;13.0;108.0;0.528;0.495;0.415;0.202;26.7;88.1;56.3;60.5;2.0;8.5;11.3;100.0;110.0;112.0;DAL;MIN;110;2019;3/04/2019;False
0.44;0.333;0.846;6.0;37.0;43.0;21.0;1.0;9.0;16.0;94.0;0.544;0.48;0.24;0.347;15.0;77.1;48.9;63.6;1.0;11.5;15.6;100.0;96.9;113.4;NYK;DEN;110;2016;8/03/2016;False
0.455;0.286;0.737;11.0;34.0;45.0;28.0;9.0;3.0;6.0;110.0;0.512;0.485;0.212;0.192;22.9;85.0;51.1;62.2;9.3;5.3;5.3;100.0;113.4;96.9;DEN;NYK;94;2016;8/03/2016;True
0.483;0.286;0.762;8.0;37.0;45.0;24.0;6.0;7.0;11.0;110.0;0.56;0.528;0.315;0.236;20.5;75.5;51.1;55.8;6.2;14.0;10.1;100.0;113.7;101.3;DAL;HOU;98;2016;14/11/2015;True
0.381;0.265;0.781;12.0;31.0;43.0;22.0;9.0;5.0;12.0;98.0;0.5;0.435;0.405;0.381;24.5;79.5;48.9;68.8;9.3;8.2;10.9;100.0;101.3;113.7;HOU;DAL;110;2016;14/11/2015;False
0.433;0.405;0.846;10.0;29.0;39.0;28.0;8.0;9.0;11.0;106.0;0.554;0.528;0.467;0.144;21.3;63.0;41.9;71.8;8.5;13.0;10.3;100.0;112.4;128.3;IND;DEN;121;2021;15/03/2021;False
0.464;0.536;0.842;17.0;37.0;54.0;32.0;7.0;7.0;10.0;121.0;0.574;0.541;0.289;0.196;37.0;78.7;58.1;71.1;7.4;14.6;8.7;100.0;128.3;112.4;DEN;IND;106;2021;15/03/2021;True
0.395;0.364;0.76;10.0;25.0;35.0;19.0;10.0;4.0;16.0;91.0;0.495;0.444;0.272;0.309;22.2;75.8;44.9;59.4;10.5;7.3;14.8;100.0;95.6;130.3;DEN;CLE;124;2016;21/03/2016;False
0.558;0.484;0.765;8.0;35.0;43.0;38.0;10.0;4.0;12.0;124.0;0.663;0.645;0.36;0.198;24.2;77.8;55.1;79.2;10.5;6.8;11.4;100.0;130.3;95.6;CLE;DEN;91;2016;21/03/2016;True
0.414;0.32;0.8;14.0;36.0;50.0;31.0;11.0;2.0;8.0;110.0;0.521;0.495;0.505;0.152;25.5;83.7;51.0;75.6;11.2;4.4;7.0;100.0;112.0;107.9;TOR;SAS;106;2020;26/01/2020;True
0.415;0.432;0.917;7.0;41.0;48.0;27.0;5.0;8.0;16.0;106.0;0.573;0.512;0.451;0.293;16.3;74.5;49.0;79.4;5.1;16.3;14.7;100.0;107.9;112.0;SAS;TOR;110;2020;26/01/2020;False
0.437;0.219;0.733;9.0;42.0;51.0;24.0;6.0;5.0;11.0;105.0;0.524;0.477;0.368;0.345;19.6;84.0;53.1;63.2;6.0;10.4;9.9;100.0;104.3;103.3;SAS;TOR;104;2020;12/01/2020;True
0.406;0.354;0.818;8.0;37.0;45.0;30.0;7.0;3.0;11.0;104.0;0.516;0.495;0.5;0.115;16.0;80.4;46.9;76.9;7.0;5.5;9.8;100.0;103.3;104.3;TOR;SAS;105;2020;12/01/2020;False
0.482;0.4;1.0;7.0;34.0;41.0;30.0;9.0;6.0;10.0;116.0;0.638;0.59;0.542;0.217;17.9;69.4;46.6;75.0;9.7;12.5;9.9;100.0;125.0;111.0;BRK;TOR;103;2021;27/04/2021;True
0.396;0.349;0.842;15.0;32.0;47.0;24.0;5.0;3.0;13.0;103.0;0.518;0.478;0.473;0.209;30.6;82.1;53.4;66.7;5.4;7.9;11.6;100.0;111.0;125.0;TOR;BRK;116;2021;27/04/2021;False
0.326;0.091;0.778;10.0;38.0;48.0;17.0;8.0;3.0;18.0;73.0;0.389;0.343;0.384;0.209;17.2;73.1;43.6;60.7;8.0;4.6;16.1;100.0;72.9;111.8;BRK;CHI;112;2017;12/04/2017;False
0.432;0.467;0.762;14.0;48.0;62.0;28.0;15.0;4.0;12.0;112.0;0.537;0.505;0.316;0.221;26.9;82.8;56.4;68.3;15.0;7.5;10.3;100.0;111.8;72.9;CHI;BRK;73;2017;12/04/2017;True
0.455;0.524;0.762;10.0;39.0;49.0;26.0;8.0;0.0;17.0;107.0;0.55;0.517;0.239;0.239;21.7;81.3;52.1;65.0;7.8;0.0;14.9;100.0;104.6;99.7;CHI;SAC;102;2016;3/02/2016;True
0.477;0.3;0.632;9.0;36.0;45.0;21.0;12.0;8.0;16.0;102.0;0.529;0.511;0.227;0.216;18.8;78.3;47.9;50.0;11.7;11.9;14.2;100.0;99.7;104.6;SAC;CHI;107;2016;3/02/2016;False
0.482;0.462;0.952;13.0;36.0;49.0;25.0;7.0;10.0;19.0;112.0;0.607;0.554;0.313;0.253;32.5;64.3;51.0;62.5;7.3;15.9;17.1;100.0;116.5;103.0;MIN;MEM;99;2019;23/03/2019;True
0.375;0.303;0.773;20.0;27.0;47.0;22.0;8.0;4.0;15.0;99.0;0.468;0.427;0.344;0.229;35.7;67.5;49.0;61.1;8.3;7.0;12.4;100.0;103.0;116.5;MEM;MIN;112;2019;23/03/2019;False
0.419;0.259;0.846;14.0;27.0;41.0;13.0;6.0;6.0;10.0;107.0;0.512;0.457;0.29;0.28;27.5;64.3;44.1;33.3;6.2;9.2;8.7;100.0;110.3;122.7;LAL;PHO;119;2016;23/03/2016;False
0.505;0.464;0.6;15.0;37.0;52.0;31.0;6.0;4.0;13.0;119.0;0.584;0.575;0.301;0.215;35.7;72.5;55.9;66.0;6.2;6.1;11.3;100.0;122.7;110.3;PHO;LAL;107;2016;23/03/2016;True
0.468;0.4;0.818;9.0;27.0;36.0;24.0;4.0;3.0;13.0;104.0;0.586;0.544;0.38;0.278;25.0;67.5;47.4;64.9;4.5;5.8;12.8;100.0;117.0;131.6;CLE;TOR;117;2022;24/03/2022;False
0.472;0.432;0.895;13.0;27.0;40.0;26.0;9.0;5.0;8.0;117.0;0.601;0.562;0.416;0.213;32.5;75.0;52.6;61.9;10.1;10.2;7.6;100.0;131.6;117.0;TOR;CLE;104;2022;24/03/2022;True
0.475;0.395;0.864;11.0;35.0;46.0;30.0;16.0;5.0;10.0;130.0;0.587;0.55;0.376;0.218;21.6;87.5;50.5;62.5;14.7;9.6;8.3;100.0;119.8;94.0;LAL;NOP;102;2019;31/03/2019;True
0.458;0.258;0.857;5.0;40.0;45.0;19.0;5.0;1.0;24.0;102.0;0.553;0.506;0.373;0.253;12.5;78.4;49.5;50.0;4.6;1.6;20.6;100.0;94.0;119.8;NOP;LAL;130;2019;31/03/2019;False
0.393;0.333;0.8;9.0;29.0;38.0;20.0;8.0;5.0;14.0;98.0;0.501;0.461;0.404;0.225;17.6;80.6;43.7;57.1;8.1;10.0;12.5;100.0;98.6;119.8;DAL;LAC;119;2018;1/11/2017;False
0.526;0.464;0.828;7.0;42.0;49.0;27.0;9.0;5.0;16.0;119.0;0.656;0.609;0.359;0.372;19.4;82.4;56.3;65.9;9.1;9.4;15.0;100.0;119.8;98.6;LAC;DAL;98;2018;1/11/2017;True
0.416;0.447;0.885;15.0;29.0;44.0;23.0;5.0;7.0;12.0;114.0;0.568;0.511;0.427;0.292;31.9;69.0;49.4;62.2;5.3;12.7;10.7;100.0;121.5;129.0;MIN;DAL;121;2020;4/12/2019;False
0.5;0.297;0.783;13.0;32.0;45.0;24.0;5.0;5.0;8.0;121.0;0.592;0.56;0.402;0.25;31.0;68.1;50.6;52.2;5.3;9.8;7.3;100.0;129.0;121.5;DAL;MIN;114;2020;4/12/2019;True
0.571;0.435;0.838;7.0;35.0;42.0;23.0;9.0;7.0;8.0;129.0;0.691;0.636;0.299;0.481;20.6;77.8;53.2;52.3;9.4;12.3;7.9;100.0;134.8;123.3;SAC;MIL;118;2016;25/11/2015;True
0.477;0.419;0.778;10.0;27.0;37.0;30.0;7.0;7.0;11.0;118.0;0.591;0.551;0.352;0.307;22.2;79.4;46.8;71.4;7.3;13.0;9.9;100.0;123.3;134.8;MIL;SAC;129;2016;25/11/2015;False
0.462;0.375;0.739;5.0;32.0;37.0;19.0;8.0;2.0;18.0;101.0;0.573;0.538;0.41;0.295;11.9;76.2;44.0;52.8;8.0;3.2;17.0;100.0;100.7;122.7;CLE;NOP;123;2018;28/10/2017;False
0.516;0.394;0.75;10.0;37.0;47.0;33.0;10.0;4.0;11.0;123.0;0.603;0.584;0.347;0.168;23.8;88.1;56.0;67.3;10.0;8.7;9.7;100.0;122.7;100.7;NOP;CLE;101;2018;28/10/2017;True
0.434;0.263;0.875;9.0;28.0;37.0;25.0;6.0;3.0;13.0;96.0;0.533;0.494;0.458;0.193;20.5;84.8;48.1;69.4;6.5;6.0;12.6;100.0;103.6;120.9;CLE;TOR;112;2021;26/04/2021;False
0.544;0.276;0.9;5.0;35.0;40.0;32.0;7.0;5.0;12.0;112.0;0.638;0.595;0.367;0.253;15.2;79.5;51.9;74.4;7.6;11.1;12.0;100.0;120.9;103.6;TOR;CLE;96;2021;26/04/2021;True
0.484;0.481;0.846;12.0;40.0;52.0;19.0;7.0;4.0;14.0;112.0;0.579;0.555;0.297;0.143;27.9;69.0;51.5;43.2;7.3;6.0;12.6;100.0;117.4;95.4;UTA;ATL;91;2021;4/02/2021;True
0.327;0.29;0.947;18.0;31.0;49.0;19.0;8.0;1.0;11.0;91.0;0.428;0.372;0.316;0.194;31.0;72.1;48.5;59.4;8.4;1.6;9.4;100.0;95.4;117.4;ATL;UTA;112;2021;4/02/2021;False
0.5;0.4;0.679;10.0;36.0;46.0;27.0;13.0;1.0;14.0;115.0;0.573;0.545;0.227;0.318;22.7;81.8;52.3;61.4;12.6;2.0;12.2;100.0;111.2;107.4;MIA;ATL;111;2016;19/02/2016;True
0.471;0.444;1.0;8.0;34.0;42.0;27.0;7.0;4.0;21.0;111.0;0.599;0.563;0.414;0.149;18.2;77.3;47.7;65.9;6.8;5.9;18.5;100.0;107.4;111.2;ATL;MIA;115;2016;19/02/2016;False
0.451;0.457;0.667;7.0;24.0;31.0;23.0;10.0;2.0;18.0;94.0;0.555;0.549;0.427;0.073;16.3;72.7;40.8;62.2;10.5;3.5;17.5;100.0;99.0;114.8;NOP;MIA;109;2020;16/11/2019;False
0.543;0.375;0.923;9.0;36.0;45.0;25.0;13.0;3.0;20.0;109.0;0.628;0.599;0.296;0.16;27.3;83.7;59.2;56.8;13.7;6.4;18.7;100.0;114.8;99.0;MIA;NOP;94;2020;16/11/2019;True
0.489;0.343;0.765;9.0;30.0;39.0;30.0;6.0;1.0;10.0;113.0;0.58;0.556;0.389;0.189;20.5;83.3;48.8;68.2;6.2;1.8;9.3;100.0;117.1;137.9;CLE;TOR;133;2020;16/12/2019;False
0.584;0.5;0.765;6.0;35.0;41.0;31.0;7.0;2.0;7.0;133.0;0.689;0.674;0.36;0.191;16.7;79.5;51.3;59.6;7.3;3.6;6.8;100.0;137.9;117.1;TOR;CLE;113;2020;16/12/2019;True
0.489;0.323;0.778;12.0;39.0;51.0;29.0;7.0;8.0;13.0;121.0;0.582;0.543;0.337;0.293;27.9;83.0;56.7;64.4;6.7;14.0;11.1;100.0;116.2;111.4;LAL;DET;116;2022;21/11/2021;True
0.443;0.35;0.762;8.0;31.0;39.0;27.0;7.0;6.0;11.0;116.0;0.546;0.515;0.412;0.216;17.0;72.1;43.3;62.8;6.7;9.8;9.4;100.0;111.4;116.2;DET;LAL;121;2022;21/11/2021;False
0.402;0.325;0.652;16.0;41.0;57.0;20.0;10.0;8.0;17.0;102.0;0.499;0.473;0.435;0.25;28.6;74.5;51.4;54.1;9.9;14.3;14.3;100.0;100.6;102.6;UTA;SAS;104;2022;11/03/2022;False
0.4;0.207;0.698;14.0;40.0;54.0;15.0;8.0;6.0;13.0;104.0;0.5;0.435;0.341;0.506;25.5;71.4;48.6;44.1;7.9;11.5;11.1;100.0;102.6;100.6;SAS;UTA;102;2022;11/03/2022;True
0.541;0.4;0.813;10.0;36.0;46.0;38.0;14.0;3.0;14.0;146.0;0.651;0.612;0.357;0.327;23.3;78.3;51.7;71.7;12.4;5.4;11.1;100.0;129.4;101.9;SAC;ATL;115;2019;1/11/2018;True
0.483;0.258;0.676;10.0;33.0;43.0;26.0;6.0;6.0;22.0;115.0;0.564;0.529;0.356;0.391;21.7;76.7;48.3;61.9;5.3;9.5;17.7;100.0;101.9;129.4;ATL;SAC;146;2019;1/11/2018;False
0.467;0.375;0.75;8.0;41.0;49.0;25.0;11.0;0.0;21.0;97.0;0.567;0.527;0.32;0.32;21.1;82.0;55.7;71.4;11.4;0.0;19.7;100.0;100.4;89.0;PHI;DET;86;2018;23/10/2017;True
0.388;0.2;0.737;9.0;30.0;39.0;14.0;5.0;2.0;14.0;86.0;0.461;0.424;0.353;0.224;18.0;78.9;44.3;42.4;5.2;3.9;13.0;100.0;89.0;100.4;DET;PHI;97;2018;23/10/2017;False
0.407;0.179;0.679;13.0;34.0;47.0;21.0;6.0;6.0;16.0;94.0;0.478;0.436;0.326;0.326;26.0;82.9;51.6;60.0;6.0;10.3;14.0;100.0;93.7;113.6;OKC;POR;114;2019;16/04/2019;False
0.467;0.406;0.81;7.0;37.0;44.0;17.0;9.0;6.0;12.0;114.0;0.574;0.539;0.356;0.233;17.1;74.0;48.4;40.5;9.0;10.3;10.8;100.0;113.6;93.7;POR;OKC;94;2019;16/04/2019;True
0.472;0.364;0.76;13.0;38.0;51.0;32.0;4.0;8.0;7.0;115.0;0.575;0.539;0.371;0.281;27.1;79.2;53.1;76.2;4.2;15.4;6.5;100.0;120.9;112.5;BRK;CHI;107;2021;11/05/2021;True
0.406;0.409;0.786;10.0;35.0;45.0;21.0;4.0;5.0;9.0;107.0;0.524;0.5;0.458;0.146;20.8;72.9;46.9;53.8;4.2;8.9;8.1;100.0;112.5;120.9;CHI;BRK;115;2021;11/05/2021;False
0.388;0.387;0.667;10.0;34.0;44.0;17.0;8.0;8.0;8.0;90.0;0.484;0.459;0.365;0.212;22.2;68.0;46.3;51.5;9.0;12.7;7.9;100.0;101.2;91.1;MIA;MEM;81;2017;25/11/2016;True
0.354;0.211;0.826;16.0;35.0;51.0;14.0;3.0;14.0;17.0;81.0;0.44;0.378;0.232;0.28;32.0;77.8;53.7;48.3;3.4;25.9;15.6;100.0;91.1;101.2;MEM;MIA;90;2017;25/11/2016;False
0.465;0.467;0.588;9.0;34.0;43.0;25.0;15.0;0.0;17.0;104.0;0.556;0.547;0.349;0.198;18.4;85.0;48.3;62.5;14.9;0.0;15.4;100.0;103.6;110.6;CHI;BOS;111;2018;6/04/2018;False
0.556;0.412;0.412;6.0;40.0;46.0;35.0;9.0;6.0;18.0;111.0;0.627;0.642;0.42;0.21;15.0;81.6;51.7;77.8;9.0;10.7;16.9;100.0;110.6;103.6;BOS;CHI;104;2018;6/04/2018;True
0.471;0.455;0.773;13.0;30.0;43.0;33.0;10.0;4.0;14.0;119.0;0.615;0.586;0.506;0.253;28.3;68.2;47.8;80.5;10.3;7.4;12.6;100.0;122.5;114.3;GSW;ATL;111;2017;6/03/2017;True
0.463;0.464;0.71;14.0;33.0;47.0;19.0;6.0;6.0;19.0;111.0;0.58;0.543;0.341;0.378;31.8;71.7;52.2;50.0;6.2;14.0;16.6;100.0;114.3;122.5;ATL;GSW;119;2017;6/03/2017;False
0.386;0.306;0.733;7.0;36.0;43.0;22.0;8.0;10.0;8.0;101.0;0.499;0.449;0.409;0.341;13.2;76.6;43.0;64.7;8.0;15.6;7.3;100.0;101.4;106.4;OKC;CHI;106;2022;12/02/2022;False
0.449;0.28;0.826;11.0;46.0;57.0;20.0;6.0;3.0;13.0;106.0;0.535;0.489;0.281;0.258;23.4;86.8;57.0;50.0;6.0;5.8;11.6;100.0;106.4;101.4;CHI;OKC;101;2022;12/02/2022;True
0.417;0.357;1.0;12.0;37.0;49.0;25.0;9.0;2.0;12.0;97.0;0.53;0.476;0.333;0.202;26.1;86.0;55.1;71.4;9.9;4.4;11.6;100.0;106.9;103.6;WAS;CLE;94;2022;10/11/2021;True
0.461;0.29;0.714;6.0;34.0;40.0;21.0;7.0;4.0;14.0;94.0;0.551;0.52;0.408;0.276;14.0;73.9;44.9;60.0;7.7;7.1;14.1;100.0;103.6;106.9;CLE;WAS;97;2022;10/11/2021;False
0.429;0.364;0.85;8.0;45.0;53.0;23.0;5.0;4.0;18.0;107.0;0.536;0.495;0.363;0.22;15.4;76.3;47.7;59.0;4.7;7.3;15.3;100.0;99.8;101.6;SAS;HOU;109;2020;16/12/2019;False
0.408;0.256;0.667;14.0;44.0;58.0;20.0;9.0;6.0;12.0;109.0;0.496;0.464;0.439;0.276;23.7;84.6;52.3;50.0;8.4;10.3;9.8;100.0;101.6;99.8;HOU;SAS;107;2020;16/12/2019;True
0.433;0.185;0.75;10.0;31.0;41.0;21.0;7.0;7.0;16.0;95.0;0.489;0.461;0.3;0.178;22.7;63.3;44.1;53.8;7.1;9.2;14.2;100.0;96.9;108.1;ORL;NYK;106;2017;22/12/2016;False
0.427;0.45;0.882;18.0;34.0;52.0;26.0;9.0;9.0;15.0;106.0;0.512;0.474;0.208;0.177;36.7;77.3;55.9;63.4;9.2;14.3;12.7;100.0;108.1;96.9;NYK;ORL;95;2017;22/12/2016;True
0.413;0.429;0.667;7.0;35.0;42.0;23.0;6.0;4.0;14.0;100.0;0.552;0.525;0.525;0.3;17.1;67.3;45.2;69.7;6.4;7.1;13.4;100.0;106.7;113.1;DET;SAC;106;2020;1/03/2020;False
0.407;0.257;0.885;17.0;34.0;51.0;18.0;8.0;7.0;10.0;106.0;0.517;0.456;0.385;0.286;32.7;82.9;54.8;48.6;8.5;18.4;8.9;100.0;113.1;106.7;SAC;DET;100;2020;1/03/2020;True
0.479;0.556;0.65;1.0;32.0;33.0;18.0;10.0;4.0;18.0;91.0;0.57;0.549;0.254;0.282;2.9;78.0;43.4;52.9;10.4;8.2;18.4;100.0;94.9;101.1;CHI;ORL;97;2019;13/12/2018;False
0.415;0.333;0.783;9.0;34.0;43.0;23.0;8.0;6.0;16.0;97.0;0.526;0.482;0.402;0.28;22.0;97.1;56.6;67.6;8.3;11.3;14.8;100.0;101.1;94.9;ORL;CHI;91;2019;13/12/2018;True
0.355;0.15;0.565;12.0;36.0;48.0;17.0;5.0;2.0;10.0;82.0;0.398;0.371;0.215;0.247;22.6;85.7;50.5;51.5;5.3;3.6;8.8;100.0;86.7;99.4;DET;IND;94;2016;2/01/2016;False
0.452;0.389;0.724;6.0;41.0;47.0;11.0;7.0;9.0;13.0;94.0;0.548;0.5;0.247;0.397;14.3;77.4;49.5;33.3;7.4;12.3;13.2;100.0;99.4;86.7;IND;DET;82;2016;2/01/2016;True
0.484;0.263;0.56;12.0;36.0;48.0;29.0;10.0;6.0;14.0;114.0;0.548;0.538;0.409;0.269;24.5;81.8;51.6;64.4;9.6;10.9;11.9;100.0;109.8;103.1;MIN;HOU;107;2021;27/04/2021;True
0.488;0.226;0.727;8.0;37.0;45.0;24.0;9.0;4.0;17.0;107.0;0.559;0.529;0.36;0.256;18.2;75.5;48.4;57.1;8.7;7.3;15.1;100.0;103.1;109.8;HOU;MIN;114;2021;27/04/2021;False
0.447;0.433;0.889;9.0;42.0;51.0;39.0;11.0;12.0;8.0;121.0;0.545;0.51;0.291;0.175;16.1;80.8;47.2;84.8;10.0;16.7;6.7;100.0;110.1;105.5;NOP;LAC;116;2018;6/03/2018;True
0.465;0.259;0.654;10.0;47.0;57.0;25.0;5.0;2.0;13.0;116.0;0.525;0.5;0.273;0.263;19.2;83.9;52.8;54.3;4.5;2.7;10.5;100.0;105.5;110.1;LAC;NOP;121;2018;6/03/2018;False
0.454;0.316;0.733;10.0;29.0;39.0;29.0;9.0;4.0;10.0;105.0;0.507;0.485;0.196;0.155;20.4;65.9;41.9;65.9;8.9;5.7;8.8;100.0;104.0;102.1;LAC;DET;103;2016;14/12/2015;True
0.416;0.316;0.742;15.0;39.0;54.0;17.0;8.0;0.0;18.0;103.0;0.502;0.449;0.213;0.348;34.1;79.6;58.1;45.9;7.9;0.0;14.9;100.0;102.1;104.0;DET;LAC;105;2016;14/12/2015;False
0.5;0.5;0.793;7.0;33.0;40.0;29.0;11.0;4.0;12.0;132.0;0.607;0.568;0.271;0.302;15.2;71.7;43.5;60.4;9.8;6.0;9.9;100.0;118.1;115.4;OKC;DEN;129;2017;25/11/2016;True
0.475;0.353;0.778;13.0;39.0;52.0;34.0;9.0;7.0;16.0;129.0;0.571;0.535;0.337;0.267;28.3;84.8;56.5;70.8;8.1;10.0;12.4;100.0;115.4;118.1;DEN;OKC;132;2017;25/11/2016;False
0.462;0.409;0.846;8.0;25.0;33.0;22.0;8.0;4.0;7.0;106.0;0.537;0.511;0.237;0.14;18.2;80.6;44.0;51.2;8.6;7.4;6.6;100.0;113.4;116.6;UTA;OKC;109;2017;28/02/2017;False
0.513;0.682;0.696;6.0;36.0;42.0;20.0;5.0;7.0;14.0;109.0;0.633;0.612;0.289;0.303;19.4;81.8;56.0;51.3;5.3;9.9;14.0;100.0;116.6;113.4;OKC;UTA;106;2017;28/02/2017;True
0.571;0.364;0.727;10.0;31.0;41.0;38.0;6.0;4.0;13.0;132.0;0.67;0.643;0.393;0.393;28.6;79.5;55.4;79.2;6.0;9.5;11.7;100.0;132.9;117.8;DAL;POR;117;2022;27/12/2021;True
0.427;0.3;0.833;8.0;25.0;33.0;19.0;4.0;5.0;11.0;117.0;0.582;0.5;0.488;0.512;20.5;71.4;44.6;54.3;4.0;9.8;9.9;100.0;117.8;132.9;POR;DAL;132;2022;27/12/2021;False
0.541;0.419;0.813;13.0;35.0;48.0;39.0;9.0;7.0;12.0;132.0;0.628;0.607;0.316;0.163;31.7;77.8;55.8;73.6;8.9;10.9;10.3;100.0;131.2;99.4;GSW;IND;100;2019;28/01/2019;True
0.426;0.4;0.8;10.0;28.0;38.0;29.0;4.0;5.0;15.0;100.0;0.508;0.489;0.319;0.106;22.2;68.3;44.2;72.5;4.0;7.5;13.2;100.0;99.4;131.2;IND;GSW;132;2019;28/01/2019;False
0.5;0.289;0.8;10.0;35.0;45.0;24.0;3.0;3.0;10.0;113.0;0.585;0.561;0.422;0.167;25.6;72.9;51.7;53.3;3.2;6.0;9.4;100.0;121.4;120.3;LAC;POR;112;2021;20/04/2021;True
0.447;0.318;0.737;13.0;29.0;42.0;22.0;7.0;4.0;6.0;112.0;0.547;0.521;0.468;0.202;27.1;74.4;48.3;52.4;7.5;7.7;5.5;100.0;120.3;121.4;POR;LAC;113;2021;20/04/2021;False
0.41;0.2;0.667;11.0;35.0;46.0;29.0;9.0;10.0;9.0;94.0;0.452;0.44;0.3;0.09;20.8;70.0;44.7;70.7;9.2;19.2;8.0;100.0;96.1;101.2;SAS;OKC;99;2022;7/11/2021;False
0.372;0.286;0.85;15.0;42.0;57.0;21.0;5.0;7.0;13.0;99.0;0.482;0.436;0.447;0.213;30.0;79.2;55.3;60.0;5.1;10.0;11.2;100.0;101.2;96.1;OKC;SAS;94;2022;7/11/2021;True
0.412;0.31;0.826;6.0;35.0;41.0;24.0;7.0;4.0;11.0;98.0;0.515;0.465;0.341;0.271;13.3;83.3;47.1;68.6;7.1;6.3;10.4;100.0;99.2;109.3;LAL;CHO;108;2016;28/12/2015;False
0.483;0.24;0.727;7.0;39.0;46.0;28.0;7.0;6.0;10.0;108.0;0.547;0.517;0.281;0.247;16.7;86.7;52.9;65.1;7.1;10.7;9.2;100.0;109.3;99.2;CHO;LAL;98;2016;28/12/2015;True
